,Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items,coords,Longitude,Latitude
1951,"Bluebird Wellness, LLC",3817 N. Pulaski,Avondale,2017-07-06T00:00:00.000,43000.0,32250.0,"demolition, masonry work including re-bricking of former garage door with new brick and window openings, concrete slab, framing, rough plumbing, rough electrical, and ductwork","[41.9504139, -87.72719269999999]",-87.72719269999999,41.9504139
1952,"Concept Laboratories, Inc.",1400 W. Wabansia Ave.,North Branch (South),2017-07-06T00:00:00.000,108985.0,54492.5,furnish and install three (3) 15-ton rooftop HVAC units and associated duct work,"[41.91369359999999, -87.66303719999999]",-87.66303719999999,41.91369359999999
1953,Anna Phillips,6025 W. Irving Park Rd.,West Irving Park,2017-07-06T00:00:00.000,60078.0,40714.75,remove and replace the storefront windows and doors; furnish and install new stone for knee walls; furnish and install new tile at entry way; furnish and install exterior accent lighting at storefront area and associated electrical; remove and replace lighting in window display bays and repair bay walls and trims as needed; balance of removal and replacement of tile flooring in mercantile area; remove and replace the skylight at the ground floor west elevation; architectural and permit expenses,"[41.952821, -87.7777361]",-87.7777361,41.952821
1954,AN' Exclusive Clothing,2472 W Foster Ave. Suite 104,Lincoln Avenue,2017-07-07T00:00:00.000,10810.0,8107.5,"new storefront system including a new door, and plumbing work including a new water heater with new connections to the restroom","[41.9762352, -87.6922135]",-87.6922135,41.9762352
1955,Angels R Us Kidz Academy Inc,3941 S. Indiana Ave,47th/King,2017-07-10T00:00:00.000,134049.5,33333.34,"Completion of daycare expansion buildout: installation of modified rubber roof and replacement of decking and plywood sheathing; HVAC work including installation of two (2) furnaces, condenser units, exhaust fans, and ductwork; electrical work including installation of 200 AMP service, conduit and wiring, light fixtures, outlets, and exit signs; interior build-out including structural support beams, carpentry and framing work for daycare space, restrooms, and utility closets, flooring, drop ceilings, and painting and finishing work throughout; exterior work including installation of steel door and panic bar, tuckpointing work, and installation of windows (landscaping and concrete work not eligible)","[41.8222186, -87.6212218]",-87.6212218,41.8222186
1956,Midpack Corporation,5514 N. Kedzie Ave.,Lawrence/Kedzie,2017-07-17T00:00:00.000,99700.0,49850.0,masonry work to the faÃ§ade: demolition; repair/replace as needed the I-beam lintels; install new flashings and weep ropes; furnish and install new faÃ§ade brick); masonry work to rebuild three (3) chimneys; repair/replace parapet walls and copings as necessary in connection with facade improvements,"[41.9817718, -87.70897699999999]",-87.70897699999999,41.9817718
1957,K & K Dressmaking,6039 W. Irving Park Rd.,West Irving Park,2017-07-19T00:00:00.000,26500.0,19375.0,"masonry work along the faÃ§ade including removal of damaged bricks and the replacement of new bricks as needed, HVAC improvements including the installation of new duct work with the necessary connections, new drop ceilings, and electrical work including a new LED lighting system with new connections and switches in the warehouse","[41.9528313, -87.77827409999999]",-87.77827409999999,41.9528313
1958,"Marcat, Inc. dba Anmar Foods",2142-50 W. Carroll Ave.,Kinzie Industrial Corridor,2017-07-20T00:00:00.000,157454.58,78416.74,"interior renovations to reconfigure food cooler rooms (disconnect existing piping and electrical lines; remove and replace two rooftop-mounted condenser units; furnish and install four new evaporator coils at lowered ceiling height; extend and reconnect piping, drainage, and electrical lines and reinsulate refrigerant lines); furnish and install new insulated and fiberglass-reinforced food service grade panels at the walls and ceilings of the reconfigured rooms; furnish and install two (2) new sliding doors for reconfigured food cooler rooms; furnish and install labor and materials to retrofit approximately 120 light fixtures in the facility with energy-efficient LED replacements","[41.887941, -87.68133499999999]",-87.68133499999999,41.887941
1959,Bill Mitas,5849-53 W. Irving Park Rd.,West Irving Park,2017-07-21T00:00:00.000,117176.95,87882.71,"demolition of existing storefront systems and faÃ§ade elements across all three commercial units; facade improvements including new face brick, installation of new aluminum framed storefront systems with new glass windows and doors, installation of a masonry knee wall, and new beams along the front of the building; interior renovations including framing and drywall for new mechanical rooms and ADA bathrooms, new doors, installation of plywood, vinyl tile flooring, and drop ceiling; electrical work including installation of new circuit panels, light fixtures, outlets, switches and emergency exit lights; plumbing work including new piping for restrooms, waste and water lines and new water heaters; HVAC work including new units and all associated ductwork","[41.9538622, -87.73334469999999]",-87.73334469999999,41.9538622
1960,"Platt Luggage, Inc.",4051 W. 51st St.,63rd/Pulaski,2017-07-21T00:00:00.000,69505.0,34752.5,HVAC work including removal of old rooftop condensing unit (RTU) and installation of one (1) 10-ton RTU and one (1) 20-ton RTU with new evaporator coils and connections,"[41.8002341, -87.7263428]",-87.7263428,41.8002341
1961,"Bubbly Dynamics, L.L.C.",1400 W. 46th St.,47th/Ashland,2017-07-26T00:00:00.000,118801.0,59400.5,,"[41.8270925, -87.6528407]",-87.6528407,41.8270925
1962,"Reveal Design, LLC",2900 W. Carroll Ave.,Kinzie Industrial Corridor,2017-07-26T00:00:00.000,199771.64,100000.0,"rough and finish plumbing including concrete cutting for underground piping and fixtures for three (3) new restrooms; rough and finish carpentry work including framing, insulation, drywall, doors and associated hardware, and flooring for new office layout (cabinetry and countertops not included); rough and finish electrical work and new light fixtures; HVAC work including ductwork for new office space; masonry work including filling in select existing window openings and creating new openings for exterior windows and entryways at south and east elevations including new glass and aluminum framing systems; painting and finishing work throughout","[41.8877257, -87.699259]",-87.699259,41.8877257
1963,"Airmarine, Inc.",5638 S. Central Ave.,Archer/Central,2017-07-26T00:00:00.000,80877.0,59704.2,"faÃ§ade renovations including demolition of face brick, remove and reset coping, replace corner stones and rebuild east elevation with flashing and control joints, furnish and install aluminum storefront system including five (5) new commercial grade windows, infill three vent openings and repair wall that was previously an entrance, install steel and flashing above remaining windows; and replace four (4) steel lintels over windows","[41.7898904, -87.7623626]",-87.7623626,41.7898904
1964,"Chicago Rehabilitation Services, Inc.",5764 S. Archer Ave.,Archer/Central,2017-07-26T00:00:00.000,37500.0,15050.0,"demolish and rebuild restrooms (one with ADA accessibility) including installation of new plumbing including water supply line, and general construction work including new framing, insulation, drywall, flooring, ceilings, electrical and plumbing fixtures, and installation of new carpet.","[41.796835, -87.756963]",-87.756963,41.796835
1965,Dill Pickle Food Co-Op,2746 N. Milwaukee Ave.,Fullerton/Milwaukee,2017-07-27T00:00:00.000,114990.04,50000.0,"build-out of grocery store including structural steel, rough carpentry and framing work, and installation of new HVAC (including three (3) rooftop units, ductwork, kitchen hood, exhaust fans, electrical unit heaters), electrical (1600 AMP single phase 120/208 V system including conduit, light fixtures, and receptacles), and plumbing (rough in waste, water, and vent; plumbing and fixtures for restrooms and kitchen, no equipment) systems; install new exterior window and storefront system including thermal aluminum framing for doors and windows with Â¼â€ clear glass, 1â€ glazing, and interior vestibule; roofing repairs; concrete work for rear covered parking area (asphalt not eligible), basement mechanical room, and for two (2) new footings on first floor; installation of a new garage door system; and interior finishing work including installation of insulation, drywall trim carpentry work, epoxy flooring for first floor retail area and in basement, FRP materials for kitchen area, new doors and hardware, new dropped ceiling, tile for restrooms, painting and finishing work","[41.9309636, -87.7110762]",-87.7110762,41.9309636
1966,"Why Not Iron, Inc.",4401-25 W. Kinize St.,Northwest Industrial Corridor,2017-08-10T00:00:00.000,145000.0,72500.0,"completion of the approved masonry repairs (masonry repairs at the east elevation (demolish exterior masonry as needed for lintel replacement; remove and replace nine (9) window lintels and the lintel and I-beam at the service door and overhead door area; install new flashings and weep ropes; reinstall face brick; grind out mortar joints and remove approx. 100 bricks, replace with face bricks that match the originals, and tuck point); masonry repairs at the north elevation (grind out mortar joints; remove parapet wall brick wythe; rebuild the parapet wall to the original height using new face bricks that match the originals; tuck point); and remove and replace seven (7) glass block type windows and vents); and remove and replace seven (7) glass block type windows and vents)","[41.887449, -87.7367795]",-87.7367795,41.887449
1967,"Wesley Development, Inc. dba Sunshine Supply Company",4501 S. Knox Ave.,Midway Industrial Corridor,2017-08-14T00:00:00.000,167840.0,83920.0,"replacement of windows for the entire building (excluding front office) with insulated aluminum windows, replacement of four (4) fire rated doors, installation of one (1) overhead door, carpentry and trim work for all windows and doors; tuck-pointing and power washing brick on south and west side of the building.","[41.810887, -87.739035]",-87.739035,41.810887
1968,"Amzo Zip Mailing Services, Inc. & Landlord",4444 W. Chicago Ave.,Northwest Industrial Corridor,2017-08-15T00:00:00.000,199035.0,99517.5,"roofing repairs including install new layer of rubber modified bitumen to existing roofs, repairs to decking as needed, install insulation, new flashings, caulking, gutters, and termination bars, install roofing membrane over concrete decking at stairway to prevent water penetration, install PVC drain system, repair concrete support joist as needed, patch entire parapet wall with concrete, install aluminum capping, and install a protective silver coating; masonry including repair hole in CMU block wall, tuck-pointing as needed, repair firewall  bricks and replace damaged bricks as needed; clean, power-wash and seal wall at parking lot elevation","[41.895289, -87.738112]",-87.738112,41.895289
1969,"Hewitt Horn, Inc. / 400 N. Paulina, LLC",400 N. Paulina St.,Kinzie Industrial Corridor,2017-08-16T00:00:00.000,179021.0,84073.0,"a tear off and re-roof of three (3) roof sections of the property including decking repairs as needed, new insulation, modified bitumen membranes, and aluminum coatings over each roof and all wall flashings; repairs to masonry and tuckpointing of North, South, and West elevations including repairs to parapet walls, removal and reinstallation of clay copings along roofline, and creation of new 8 x 10 opening for new entry door; installation of a new thermal glazed storefront system with one (1) door and all associated hardware; installation of a new HVAC system for new office space including one (1) 10-ton RTU, new metal ductwork, and all necessary wiring and connections","[41.888986, -87.669867]",-87.669867,41.888986
1970,Chii Clothing Company dba Culture Studio,1151 W. 40th St.,Stockyard Annex,2017-08-17T00:00:00.000,35900.0,17950.0,"electrical system improvements (furnish and install new circuit breaker panels, transformer, and distribution conduits)","[41.82088700000001, -87.65467]",-87.65467,41.82088700000001
1971,Lastella Ristorante Corporation dba La Fontanella Restaurant,2414 S. Oakley Ave.,Pilsen Industrial Corridor,2017-08-17T00:00:00.000,144113.75,100000.0,"furnish and install new storefront system (frames and glass) and two (2) new commercial doors for the first floor commercial space portion of 2414 S. Oakley; furnish and install new shed-style awning structural frame only (business-specific expenses not included); tuck point and cleaning of existing stone and sealing at front facade elevation as needed; install  new stone above windows; remove and reinstall pre-existing signage in connection with masonry and storefront improvements; interior demolition; install five (5) new commercial steel doors (at basement, back, side, and kitchen); plumbing system improvements to replace PVC items with cast iron and copper code-required pipes; gut remodel of restroom for ADA-compliance (demolition; construct new walls; install new electrical, rough and finish plumbing with commercial-grade fixtures; level the floor for ADA accessibility; furnish and install new ceramic tile; new door; new exhaust fan); demolish existing deteriorated flooring in restaurant area and replace with new oak wood flooring; remove and replace flooring in kitchen and cooler areas with new ceramic tile; furnish and install structural reinforcement for walk-in cooler and freezer floor area; install new cooler area insulation and new door; electrical improvements to re-route light switches and install new outlets per code; rewire and repipe to code five (5) sconce light fixtures (labor only, fixture expenses not included) and four (4) ceiling fans; install new exit sign; insulation, drywall, and painting as needed in connection with other improvements; install new sheet metal backsplashes at kitchen walls; and HVAC system improvements to first floor commercial space only (furnish and install new furnace, a/c condenser, humidifier, and associated duct work; replace deteriorated exhaust sheet metal)","[41.847924, -87.68330499999999]",-87.68330499999999,41.847924
1972,"Dalia Food Market, Inc.",4661 N. Broadway,Wilson Yard,2017-08-22T00:00:00.000,22215.01,16661.26,"Remove of and broken floor tiles and wood, install new floor.","[41.9670824, -87.6580824]",-87.6580824,41.9670824
1973,"Chicago Jiujitsu, Inc.",4900-8 N. Lincoln Ave.,Western Avenue (North),2017-08-24T00:00:00.000,152920.0,100000.0,"remove approx. 1,200 sq. ft. of lower faÃ§ade brick and replace with closely matching new face brick; tuck pointing where needed at east elevation; remove the existing corner entry door and replace; remove the lower-level windows and door at the east/Lincoln Avenue elevation and replace with two bi-fold storefront frames and glass; remove and replace the existing roof with a new duro-last roof at lower roof of Lincoln Avenue facing portion of the property only; remove and replace the furnace in basement and associated duct work; demolish the existing ground floor restroom and furnish and install new rough plumbing, lavatory, toilet, door, tile flooring, light fixtures, and tile flooring; remove approx. 30 light fixtures at ground floor commercial area and replace with new LED fixtures","[41.97089690000001, -87.6901651]",-87.6901651,41.97089690000001
1974,"El Cubano Wholesale Meats, Inc. & Old Fashioned Meats, Co.",4630 W. 53rd St. & 5275 S. Archer Ave.,Midway Industrial Corridor,2017-08-25T00:00:00.000,175048.5,87524.25,"roofing repairs/replacement on two industrial buildings at three sections. The main buildingâ€™s roofing work includes decking repairs as needed, installation of mechanically fastened insulation system to the entire roof, apply membrane over insulation, heat weld all flashings, walls and roof penetrations as needed, fabricate and install new termination bars, new gutter apron, new gravel stop to the pitched roof, and one (1) new scupper/drain box;","[41.797794, -87.7384277]",-87.7384277,41.797794
1975,"Maria's Needle Craft, LLC",1811 W. 47th St.,47th/Ashland,2017-08-28T00:00:00.000,149539.5,100000.0,"storefront improvements including installation of new aluminum frames with double insulated glass windows and a commercial grade door, masonry repairs including replacement of all damaged bricks as needed and installation of new structural steel lintels, roofing repairs including a new rubberized roofing membrane on the front area of the roof associated with repairs to the front elevation, interior improvements including removal of existing flooring down to the joist system, replacement of joists and repairs as needed, installation of new sub-flooring with a vinyl tile finishing, new drywall, and painting","[41.8083453, -87.6703302]",-87.6703302,41.8083453
1976,"Not Too Shabby Cycles LLC dba Spoken, Chicago",1812 W. Montrose Ave,Ravenswood Industrial Corridor,2017-08-29T00:00:00.000,29101.0,19611.0,"new framing for the restroom, plumbing work, electrical work,  drywall, storefront improvement with doors and windows, ADA compliant restroom, restroom fixtures.","[41.9616749, -87.6750105]",-87.6750105,41.9616749
1977,"Brain Box Learning Academy, Inc.",2519 W. 79th St.,79th/Southwest Highway,2017-08-31T00:00:00.000,16425.0,12318.75,"Roof, HVAC, front windows, entry doors, facade lighting, tuck-pointing, bathroom installation.","[41.7499157, -87.6861497]",-87.6861497,41.7499157
1978,"Bronzeville Boutique, Inc.",4259 S. King Dr.,47th/King,2017-08-31T00:00:00.000,18000.0,13500.0,HVAC system improvements (remove existing units and replace a/c condenser and furnace; furnish and install thermostat; furnish and install associated duct work and electrical work),"[41.81673809999999, -87.6163531]",-87.6163531,41.81673809999999
1979,"Chromium Industries, LLC",4625-53 W. Chicago Ave.,Northwest Industrial Corridor,2017-08-31T00:00:00.000,80050.0,30500.3,"masonry repairs to replace damaged masonry at south elevation and to rebuild the parapet walls at these elevations; masonry repairs to rebuild parapets and spalled brick courses over front/north elevation windows, to replace the support beam, and to tuck point the cracked portions of this elevation that do not require complete replacement; replace the steel beams abover overhead door; remove and replace the front elevation windows; remove windows, stucco, and wood on west (Kilpatrick Avenue) elevation; demolish and rebuild the eight (8) deteriorated masonry columns at west elevation; infill the window openings with brick or block","[41.894758, -87.742792]",-87.742792,41.894758
1980,Flowers Unlimited & Gifts Inc.,8621 S. Stony Island Ave.,Stony Island/Burnside,2017-08-31T00:00:00.000,45000.0,33750.0,"remove and replace the roofing system at 8621 S. Stony Island only (demolition; furnish and install new insulation, base sheet, modified bitumen membrane, flashings, gutters, and downspouts)","[41.738083, -87.58497299999999]",-87.58497299999999,41.738083
1981,Happy Kids Preschool & Daycare Center LLC,5815 W. Irving Park Rd.,West Irving Park,2017-08-31T00:00:00.000,50984.68,38126.01,"complete tear-off of existing roofing, repairs to decking, new insulation  and flashing, install granulated bitumen roof roll using the torch-down method, application of protective aluminum coating over roof surface, new galvanized gutters and downspouts; masonry work to include cutting a 4â€™x4â€™ opening for a window, install new lintel and window sill, rebuild parapet wall and chimney, rebuild nine (9) courses of brick under the windows, replace bricks as needed at critical areas throughout the building, replace damaged copings and tuck-pointing; install two (2) 4â€™x16â€™ sign frames (business specific signage expenses not included); install new front entrance door, replace one (1) existing window, and install window at new opening","[41.9528441, -87.7725925]",-87.7725925,41.9528441
1982,"Fasttrak Auto Center, LTD",3263 W. Fullerton Ave.,Fullerton/Milwaukee,2017-09-01T00:00:00.000,48225.0,36168.75,"installation of new aluminum frames, glass doors and windows, and glass entryway vestibule; installation of three (3) new canopies (not including the canvas coverings - frames only) above entryways and new front overhead commercial door; installation of new gooseneck lights on upper faÃ§ade with associated electrical work; and installation of new security cameras (not including DVR)","[41.9241868, -87.70995669999999]",-87.70995669999999,41.9241868
1983,Gus Berthold Electric Co,1900 W Carroll Ave.,Kinzie Industrial Corridor,2017-09-06T00:00:00.000,154298.93,77149.47,"furnish and install an HVAC unit (new 7 Â½ ton rooftop unit with associated duct work, venting, and wiring); demolition of existing concrete slab at dock leveler, raise and stabilize the concrete slab by drilling holes in the concrete and injecting high density foam, provide 5â€ concrete slab with wire mesh reinforcement and provide concrete wall for dock leveler, and install a 10â€™ hydraulic dock lever at loading dock; remove and replace two (2) torsion springs and six (6) ball-bearing door rollers on the overhead doors;  masonry work including tuck-pointing at all elevations, replace bricks as needed at south elevation, remove and replace sealants at window sills and limestone copings as needed; sprinkler system upgrades including replacement of sprinkler heads, install new brass upright sprinkler heads under mezzanine, provide a new six-head emergency spare sprinkler head cabinet with six (6) assorted sprinkler heads, replace riser water gauge, and replace cap to fire department connection on east side of building; and asbestos abatement","[41.887994, -87.67485599999999]",-87.67485599999999,41.887994
1984,"Bubbly Dynamics, L.L.C.",1400 W. 46th St.,47th/Ashland,2017-09-11T00:00:00.000,82914.94,41457.47,"tuck point brick at south elevation; renovations to ""break room / conference area"" at third floor (demolition; level and seal floor; repair masonry; construct knee wall; install structural steel under slabs; furnish and install electrical outlets, exit signs, and exhaust fan; rough plumbing to install water supply piping, and furnish and install drain-waste-vent piping and sink; furnish and install HVAC ductwork, diffusers, and variable air volume boxes; install translucent panels in conference room; install cabinets; furnish and install LED lighting; interior renovations to ""office / lab"" area at third floor (frame new walls and drywall; furnish and install electrical outlets, LED lighting, and exit signs; install ceiling for conference room; furnish and install HVAC ductwork, diffusers, and VAV boxes; install baseboards, window trim and sills; pour concrete for vent holes; cut an opening to lab and office areas and install new lintel; seal floors; install cabinets and salvaged sink; repair door)","[41.8270925, -87.6528407]",-87.6528407,41.8270925
1985,John Taylor Wallace,3641 S. Morgan St.,35th/Halsted,2017-09-12T00:00:00.000,131252.39,97644.23,"masonry repairs including tuckpointing of north and west elevations, reset of common brick at northeast corner, shoring of west elevation, demolition of commercial glass block windows and replacement with new steel lintels and window openings, repairs to brick work and limestone sills, patching and cleaning; installation of new storefront system (and removal of old glass block windows) including new frames, glass windows, and entry door; repairs to foundation of building including removal of damaged limestone and concrete, shoring work and installation of new concrete piers and walls, installation of an epoxy sealant, and a drainage relief system; rough electrical work including installation of new electrical box and service, new conduit piping, outlets, and lights; leveling of the first floor commercial area; installation of insulation and drywall around first floor commercial area; painting and finishing","[41.8276937, -87.6506948]",-87.6506948,41.8276937
1986,State Farm Insurance - Shane Parekh,3855 N. Cicero Ave.,Portage Park,2017-09-14T00:00:00.000,37500.0,28125.0,"interior renovations including replace broken plumbing fixtures in five bathrooms, repair drywall, painting, replace drop ceiling tiles, replace lighting fixtures, and emergency lighting, and prime and paint doors.","[41.9513511, -87.7468375]",-87.7468375,41.9513511
1987,T Salon & Gallery,4705 N Damen,Western Avenue (North),2017-09-22T00:00:00.000,3700.0,2775.0,"repair and paint damaged tin ceiling, repair and paint water damaged ceiling in the bathroom; relocate the ceiling mounted heater and associated electrical line, gas line and exhaust duct, and install new thermostat; and install a new screen door at back entry.","[41.9671509, -87.6789558]",-87.6789558,41.9671509
1988,"John Weston Restaurant Group, LLC dba Weston's Coffee & Tap",4872 N. Milwaukee Ave.,Jefferson Park,2017-09-22T00:00:00.000,60468.0,44372.25,"Signage, ceiling beautification, general construction, built-in refrigeration unit, permanent seating, flooring, interior signage, lighting fixtures, bathrooms, commercial sink and drainage, plumbing.","[41.9695227, -87.76259139999999]",-87.76259139999999,41.9695227
1989,Arthur Harris & Co,210 N. Aberdeen St.,Kinzie Industrial Corridor,2017-09-26T00:00:00.000,71641.0,35820.5,"a roofing replacement along the lower center of the south roof including replacement of the wood decking as needed, installation of new framing, insulation, modified roof membrane, flashings, and aluminum coating to finish, roofing repairs on three (3) other sections of the roof including replacement of any damaged decking, repairs to roof membranes, flashings and aluminum coatings, masonry repairs along the parapet wall including attaching wire lath over exposed brick wall and applying solid coating of cement, and the installation of a new furnace with connections to the existing ductwork, electrical and gas lines","[41.8859741, -87.6548361]",-87.6548361,41.8859741
1990,Laminet Cover Co.,4900 W. Bloomingdale Ave.,Galewood/Armitage,2017-09-26T00:00:00.000,63000.0,31500.0,"tear off and replacement of two roof sections including removal of existing metal cyclone and dead penetrations, repairs to decking as needed, new plywood sheathing, new insulation, new 60 mil white TPO membrane roofing system, new flashings, replacement of coping tiles with metal edges, and replacement of old drain system","[41.913703, -87.74957950000001]",-87.74957950000001,41.913703
1991,"Corporate Identification Solutions, Inc.",5563-67 N. Elston Ave.,Elston/Armstrong,2017-09-27T00:00:00.000,18889.34,9444.67,"the installation of two (2) new 10ft industrial-sized ceiling fans, and electrical work including the installation of a 400 AMP sub panel with associated conduit and wiring","[41.9832899, -87.7626329]",-87.7626329,41.9832899
1992,La Villa Restaurant Inc,3632-38 N Pulaski,Avondale,2017-09-29T00:00:00.000,42800.0,10200.0,"replace existing siding on mansard-style roof system on front elevation with new composite siding, new soffit, and trim boards; electrical work including new soffit lighting, lighting for signage, and six (6) new LED wall packs","[41.9475037, -87.72753809999999]",-87.72753809999999,41.9475037
1993,"Panic Brewing, LLC dba Alarmist Brewing","4055 W. Peterson Ave., rear suite",Peterson/Pulaski,2017-10-04T00:00:00.000,280736.47,69495.19,"completion of the following projects: demolish existing entry configuration and furnish and install all necessary steel, concrete, electrical, masonry, and access lift material and labor components for an ADA-compliant entry with access lift; build-out two (2) ADA compliant restrooms per plans (demolition; rough carpentry per plans to frame out renovated bathrooms; drywall; furnish and install ceramic tile flooring; furnish and install new doors; furnish and install HVAC duct work for bathroom only and exhaust fan per plans; electrical work for bathroom renovations per plans (rough electrical as needed; furnish and install new outlets; furnish and install right (8) new recessed can-style LED light fixtures; and electrical work associated with HVAC improvements); plumbing work per plans (rough plumbing to extend piping from basement through roof; furnish and install new lavatory sinks and toilet fixtures per plans); and painting in connection with the bathroom renovations); construct a three-hour-rated firewall between taproom and brewery areas, a new wall around the electrical panels and transformers, and a new fire exit door to the exterior courtyard area (demolition; masonry; rough carpentry for framing; drywall; furnish and install doors, storefront windows and frames, and roll-down ""coil"" style fire doors; and associated electrical work as needed and painting in connection with the finished construction); remove existing windows in former office area at north side of facility and furnish and replace with 90-minute fire-rated glass block windows; architectural and permit expenses.","[41.98979689999999, -87.7316116]",-87.7316116,41.98979689999999
1994,Maureen Sullivan,4619-23 N. Western Ave.,Western Avenue (North),2017-10-05T00:00:00.000,155740.72,100000.0,"interior and exterior renovations of the vacant commercial unit at 4619 N. Western Ave. including demolition; structural shoring including new concrete footings, slab and foundation; masonry repairs and tuckpointing along the faÃ§ade including lintel replacement; rough carpentry and framing for new storefront system including an exterior door and window openings, and new interior walls for restaurant layout including drywall; flooring work including new subfloor membrane over concrete and installation of a new hardwood flooring system; rough and finish plumbing including new supply lines, a sump pump, drains, new water service line, natural gas lines, and fixtures; new HVAC system including a new furnace, ductwork, rooftop compressor, and exhaust/ventilation system including exhaust hood in kitchen; rough electrical including wiring, new outlets, and service panels; new tin ceiling; roofing repairs including new gutters and downspouts; painting and finishing; and architectural services.","[41.9655032, -87.6885344]",-87.6885344,41.9655032
1995,"A-Ok Automotive, Inc.",5805 S. Archer,Archer/Central,2017-10-05T00:00:00.000,136615.0,68307.5,"faÃ§ade renovation including demolition of existing faÃ§ade, construction of new brick walls, installation of new aluminum storefront frames, windows, and doors, removal and reinstallation of existing sign, and finishing work as needed; permanent security items (cameras and low-voltage wiring costs only); and architectural services.","[41.7961528, -87.7586067]",-87.7586067,41.7961528
1996,City Newstand Inc,4018 N Cicero,Irving/Cicero,2017-10-05T00:00:00.000,58620.0,43965.0,installation of a new 3KW roof top mounted solar panel system along with associated electrical connections,"[41.954139, -87.74752600000001]",-87.74752600000001,41.954139
1997,Busy Beaver Button Company,3407-9 W. Armitage Ave.,Fullerton/Milwaukee,2017-10-06T00:00:00.000,191710.0,100000.0,"tuckpointing and cleaning of exterior masonry on north, west, and south elevations; removal of existing concrete slab and stairwell system, pouring of new concrete stairs, foundation slab, and installation of support piers below grade; installation of exterior accent lighting for faÃ§ade signage, light fixtures at entryways, and wall mounted fixtures for rearm of building; HVAC work including furnish and install two (2) waterfurnace geothermal heat pumps with connections to existing duct system and new thermostats and install one (1) energy recovery ventilator with connections to existing duct system; and installation of a 15 kW solar panel array system with racking and all necessary connections to provide energy to commercial space (commercial only â€“ no residential supply)","[41.9172263, -87.7123106]",-87.7123106,41.9172263
1998,Great Expectations Learning Academy,1146 S. California,Midwest,2017-10-06T00:00:00.000,58740.0,44055.0,"masonry repairs along the east and north elevations; installation of a new storefront system along the east elevation with new bronze aluminum storefront framing and insulated glass windows; installation of four (4) new fire-rated exist doors including steel framing; and installation of ten (10) new exterior gooseneck light fixtures, interior ceiling lights and ceiling fans","[41.8669325, -87.69603579999999]",-87.69603579999999,41.8669325
1999,"Uptown Research Institute, LLC",1021 W. Lawrence Ave,Lawrence/Broadway,2017-10-10T00:00:00.000,49885.0,37413.75,"interior renovations to five (5) restrooms including the installation of new valves, copper lines and plumbing fixtures; electrical upgrades including new wiring for outlets, switches, exhaust fans, and light fixtures; installation of new tile flooring; repairs to framing as needed to install new drywall; and painting","[41.968841, -87.65577119999999]",-87.65577119999999,41.968841
2000,"Chicago Metal Supply & Fabrication, Inc.",4900-40 W. Grand Ave.,Northwest Industrial Corridor,2017-10-12T00:00:00.000,322530.0,144100.52,furnish and install a new main entry door; remove the existing skylight glass and replace with new glass; remove the existing window glass at the first floor east elevation and replace with a new window; furnish and install new storefront frames and glass at second floor south elevation; remove east elevation windows and replace; furnish and install a new I-beam and masonry blocks above loading dock door area; remove and replace the overhead loading dock door; tuck point the adjacent masonry as needed in connection with door and I-beam replacement,"[41.915972, -87.750596]",-87.750596,41.915972
2001,Barkaat Foods LLC,3810 S Halsted,35th/Halsted,2017-10-13T00:00:00.000,310000.0,150000.0,"removal of the existing ammonia refrigeration system and the replacement with a new Freon system including six (6) compressors, eleven (11) evaporator units, evaporative coils, copper piping, insulation, and associated 
electrical work including new conduits, wiring, transformer and switches.","[41.8250633, -87.6463589]",-87.6463589,41.8250633
2002,"Rann Professional Building, LLC",3600 W. Roosevelt Rd.,Midwest,2017-10-23T00:00:00.000,54060.0,40320.0,"tear-off of existing roofing, install insulation and mechanically fastened 60 MIL TPO rubber roof membrane, remove steel capping on parapet walls, insulate and reinstall steel capping, fully adhere all flashings, parapet walls, and roof penetrations as needed, and install new gutter system; install permanent security system items (security cameras, wiring, exterior lighting, a buzzer system at front entry door and interior rolling shutters); replace two (2) steel doors with new frames and hardware, replace front entry glass door; carpentry work and new drywall in three offices; electrical work including replacement of four (4) light fixtures and wiring; plumbing work for restrooms and kitchen including new fixtures and pipes, flush the interior sewer system and replace old drains; and HVAC work including a new roof top unit.","[41.86643910000001, -87.71563569999999]",-87.71563569999999,41.86643910000001
2003,"Midco International, Inc.",4140 W. Victoria St.,Peterson/Pulaski,2017-10-26T00:00:00.000,69920.0,34960.0,"replacement of seventy-six (76) exterior windows with high grade aluminum framed, hermetically sealed and thermal double glass, 36â€ x 62â€ hopper style windows","[41.9850307, -87.7321887]",-87.7321887,41.9850307
2004,B-Clean Laundromat Inc,5419 S. Halsted St.,47th/Halsted,2017-10-26T00:00:00.000,33333.33,25000.0,furnish and install new HVAC rooftop units,"[41.7954878, -87.6450003]",-87.6450003,41.7954878
